config,gates_before_optimization,depth_before_optimization,gates_after_optimization,depth_after_optimization,time
"circuit_path: ""${BENCHMARK_DIR}/hhl_n11_from_python/hhl_n11_from_python.qasm.preprocessed.new"", omega: 100, ",629247,496914,292418,496914,11.976409
"circuit_path: ""${BENCHMARK_DIR}/hhl_n11_from_python/hhl_n11_from_python.qasm.preprocessed.new"", omega: 200, ",629247,496914,291907,496914,13.212192
"circuit_path: ""${BENCHMARK_DIR}/hhl_n13_from_python/hhl_n13_from_python.qasm.preprocessed"", omega: 50, ",5522186,4411244,2664969,4411244,102.81754
"circuit_path: ""${BENCHMARK_DIR}/hhl_n13_from_python/hhl_n13_from_python.qasm.preprocessed"", omega: 100, ",5522186,4411244,2632752,4411244,91.193665
"circuit_path: ""${BENCHMARK_DIR}/hhl_n13_from_python/hhl_n13_from_python.qasm.preprocessed"", omega: 200, ",5522186,4411244,2624449,4411244,104.67032
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n10_from_python/shor_7_mod_15_n10_from_python.qasm.preprocessed.new"", omega: 50, ",8476,5971,7632,5971,0.42537487
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n10_from_python/shor_7_mod_15_n10_from_python.qasm.preprocessed.new"", omega: 100, ",8476,5971,7556,5971,0.4369203
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n10_from_python/shor_7_mod_15_n10_from_python.qasm.preprocessed.new"", omega: 200, ",8476,5971,7547,5971,0.6255264
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n12_from_python/shor_7_mod_15_n12_from_python.qasm.preprocessed.new"", omega: 50, ",34084,24539,30604,24539,1.2536354
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n12_from_python/shor_7_mod_15_n12_from_python.qasm.preprocessed.new"", omega: 100, ",34084,24539,30351,24539,1.2301744
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n12_from_python/shor_7_mod_15_n12_from_python.qasm.preprocessed.new"", omega: 200, ",34084,24539,30288,24539,1.488234
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n14_from_python/shor_7_mod_15_n14_from_python.qasm.preprocessed.new"", omega: 50, ",136320,98979,122696,98979,3.7085376
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n14_from_python/shor_7_mod_15_n14_from_python.qasm.preprocessed.new"", omega: 100, ",136320,98979,121248,98979,3.8977022
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n14_from_python/shor_7_mod_15_n14_from_python.qasm.preprocessed.new"", omega: 200, ",136320,98979,121089,98979,4.7079372
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n16_from_python/shor_7_mod_15_n16_from_python.qasm.preprocessed.new"", omega: 50, ",545008,396907,490424,396907,15.519928
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n16_from_python/shor_7_mod_15_n16_from_python.qasm.preprocessed.new"", omega: 100, ",545008,396907,484864,396907,14.275233
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n16_from_python/shor_7_mod_15_n16_from_python.qasm.preprocessed.new"", omega: 200, ",545008,396907,484108,396907,18.549694
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n42/nwq_square_root_n42.qasm.preprocessed.new"", omega: 50, ",79574,47329,64896,47329,3.3527021
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n42/nwq_square_root_n42.qasm.preprocessed.new"", omega: 100, ",79574,47329,53827,47329,7.3229985
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n42/nwq_square_root_n42.qasm.preprocessed.new"", omega: 200, ",79574,47329,53653,47329,6.8240247
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n48/nwq_square_root_n48.qasm.preprocessed.new"", omega: 50, ",186101,109790,156463,109790,6.3311467
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n48/nwq_square_root_n48.qasm.preprocessed.new"", omega: 100, ",186101,109790,133390,109790,17.570864
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n48/nwq_square_root_n48.qasm.preprocessed.new"", omega: 200, ",186101,109790,126343,109790,14.998955
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n54/nwq_square_root_n54.qasm.preprocessed.new"", omega: 50, ",424994,249133,363766,249133,12.683782
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n54/nwq_square_root_n54.qasm.preprocessed.new"", omega: 100, ",424994,249133,321034,249133,33.061054
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n54/nwq_square_root_n54.qasm.preprocessed.new"", omega: 200, ",424994,249133,289339,249133,36.894405
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n60/nwq_square_root_n60.qasm.preprocessed.new"", omega: 50, ",895253,537355,725452,537355,25.964369
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n60/nwq_square_root_n60.qasm.preprocessed.new"", omega: 100, ",895253,537355,657600,537355,60.864887
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n60/nwq_square_root_n60.qasm.preprocessed.new"", omega: 200, ",895253,537355,591646,537355,73.30035
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 50, ",31000,27040,6739,27040,1.231066
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 100, ",31000,27040,6714,27040,1.3949174
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 200, ",31000,27040,6582,27040,2.1082587
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 50, ",129827,119887,28709,119887,2.4483714
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 100, ",129827,119887,28681,119887,2.6047873
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n6/nwq_statevector_n6.qasm.preprocessed.new"", omega: 200, ",129827,119887,28279,119887,3.3078291
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 50, ",526541,502553,117352,502553,7.3953667
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 100, ",526541,502553,117775,502553,5.7720647
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n7/nwq_statevector_n7.qasm.preprocessed.new"", omega: 200, ",526541,502553,117606,502553,5.577743
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 50, ",2175747,2117808,471168,2117808,28.024504
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 100, ",2175747,2117808,469782,2117808,20.277767
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n8/nwq_statevector_n8.qasm.preprocessed.new"", omega: 200, ",2175747,2117808,468541,2117808,17.19027
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 50, ",11022,5567,3369,5567,0.46566936
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 100, ",11022,5567,3367,5567,0.47780257
"circuit_path: ""${BENCHMARK_DIR}/vqe_n12_from_python/vqe_n12_from_python.qasm.preprocessed.new"", omega: 200, ",11022,5567,3373,5567,0.7446487
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 50, ",22374,11767,7561,11767,0.8789293
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 100, ",22374,11767,7553,11767,0.8177648
"circuit_path: ""${BENCHMARK_DIR}/vqe_n16_from_python/vqe_n16_from_python.qasm.preprocessed.new"", omega: 200, ",22374,11767,7541,11767,0.5867713
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 50, ",38462,21007,14135,21007,0.98280877
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 100, ",38462,21007,14103,21007,0.7611709
"circuit_path: ""${BENCHMARK_DIR}/vqe_n20_from_python/vqe_n20_from_python.qasm.preprocessed.new"", omega: 200, ",38462,21007,14129,21007,0.915378
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 50, ",59798,33799,23651,33799,1.2732362
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 100, ",59798,33799,23567,33799,1.18522
"circuit_path: ""${BENCHMARK_DIR}/vqe_n24_from_python/vqe_n24_from_python.qasm.preprocessed.new"", omega: 200, ",59798,33799,23559,33799,1.1917773
