config,gates_before_optimization,depth_before_optimization,gates_after_optimization,depth_after_optimization,time
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n17/nwq_binary_welded_tree_n17.qasm.preprocessed.new"", omega: 200, layout: Dense, ",262514,262514,184131,262514,5.208427
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n17/nwq_binary_welded_tree_n17.qasm.preprocessed.new"", omega: 200, layout: One, ",262514,262514,184131,262514,5.371994
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n21/nwq_binary_welded_tree_n21.qasm.preprocessed.new"", omega: 50, layout: Dense, ",402022,402022,276668,402022,4.6672463
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n21/nwq_binary_welded_tree_n21.qasm.preprocessed.new"", omega: 50, layout: One, ",402022,402022,276668,402022,4.639997
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n21/nwq_binary_welded_tree_n21.qasm.preprocessed.new"", omega: 100, layout: Dense, ",402022,402022,268086,402022,4.787391
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n21/nwq_binary_welded_tree_n21.qasm.preprocessed.new"", omega: 100, layout: One, ",402022,402022,268086,402022,4.647917
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n21/nwq_binary_welded_tree_n21.qasm.preprocessed.new"", omega: 200, layout: Dense, ",402022,402022,248681,402022,8.361416
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n21/nwq_binary_welded_tree_n21.qasm.preprocessed.new"", omega: 200, layout: One, ",402022,402022,248681,402022,8.447796
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n25/nwq_binary_welded_tree_n25.qasm.preprocessed.new"", omega: 50, layout: Dense, ",687356,687356,446392,687356,6.770856
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n25/nwq_binary_welded_tree_n25.qasm.preprocessed.new"", omega: 50, layout: One, ",687356,687356,446392,687356,6.725388
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n25/nwq_binary_welded_tree_n25.qasm.preprocessed.new"", omega: 100, layout: Dense, ",687356,687356,430699,687356,6.624632
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n25/nwq_binary_welded_tree_n25.qasm.preprocessed.new"", omega: 100, layout: One, ",687356,687356,430699,687356,6.500546
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n25/nwq_binary_welded_tree_n25.qasm.preprocessed.new"", omega: 200, layout: Dense, ",687356,687356,415838,687356,12.028141
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n25/nwq_binary_welded_tree_n25.qasm.preprocessed.new"", omega: 200, layout: One, ",687356,687356,415838,687356,13.31358
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n29/nwq_binary_welded_tree_n29.qasm.preprocessed.new"", omega: 50, layout: Dense, ",941438,941438,608154,941438,9.129928
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n29/nwq_binary_welded_tree_n29.qasm.preprocessed.new"", omega: 50, layout: One, ",941438,941438,608154,941438,8.850956
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n29/nwq_binary_welded_tree_n29.qasm.preprocessed.new"", omega: 100, layout: Dense, ",941438,941438,582191,941438,9.277444
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n29/nwq_binary_welded_tree_n29.qasm.preprocessed.new"", omega: 100, layout: One, ",941438,941438,582191,941438,8.69183
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n29/nwq_binary_welded_tree_n29.qasm.preprocessed.new"", omega: 200, layout: Dense, ",941438,941438,567564,941438,13.076078
"circuit_path: ""${BENCHMARK_DIR}/nwq_binary_welded_tree_n29/nwq_binary_welded_tree_n29.qasm.preprocessed.new"", omega: 200, layout: One, ",941438,941438,567564,941438,12.610546
"circuit_path: ""${BENCHMARK_DIR}/grover_n9_from_python/grover_n9_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",8968,8968,6704,8968,0.75008327
"circuit_path: ""${BENCHMARK_DIR}/grover_n9_from_python/grover_n9_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",8968,8968,6704,8968,0.6605928
"circuit_path: ""${BENCHMARK_DIR}/grover_n9_from_python/grover_n9_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",8968,8968,6394,8968,0.87653476
"circuit_path: ""${BENCHMARK_DIR}/grover_n9_from_python/grover_n9_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",8968,8968,6394,8968,1.0165774
"circuit_path: ""${BENCHMARK_DIR}/grover_n9_from_python/grover_n9_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",8968,8968,6344,8968,1.4839742
"circuit_path: ""${BENCHMARK_DIR}/grover_n9_from_python/grover_n9_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",8968,8968,6344,8968,1.5557373
"circuit_path: ""${BENCHMARK_DIR}/grover_n11_from_python/grover_n11_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",27136,27136,20856,27136,0.91264564
"circuit_path: ""${BENCHMARK_DIR}/grover_n11_from_python/grover_n11_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",27136,27136,20856,27136,0.8658481
"circuit_path: ""${BENCHMARK_DIR}/grover_n11_from_python/grover_n11_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",27136,27136,19386,27136,1.3029122
"circuit_path: ""${BENCHMARK_DIR}/grover_n11_from_python/grover_n11_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",27136,27136,19386,27136,1.1228125
"circuit_path: ""${BENCHMARK_DIR}/grover_n11_from_python/grover_n11_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",27136,27136,19054,27136,2.10145
"circuit_path: ""${BENCHMARK_DIR}/grover_n11_from_python/grover_n11_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",27136,27136,19054,27136,2.3073921
"circuit_path: ""${BENCHMARK_DIR}/grover_n13_from_python/grover_n13_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",72646,72646,56904,72646,1.6775258
"circuit_path: ""${BENCHMARK_DIR}/grover_n13_from_python/grover_n13_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",72646,72646,56904,72646,1.702544
"circuit_path: ""${BENCHMARK_DIR}/grover_n13_from_python/grover_n13_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",72646,72646,52983,72646,1.7731469
"circuit_path: ""${BENCHMARK_DIR}/grover_n13_from_python/grover_n13_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",72646,72646,52983,72646,1.8110719
"circuit_path: ""${BENCHMARK_DIR}/grover_n13_from_python/grover_n13_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",72646,72646,51343,72646,2.548888
"circuit_path: ""${BENCHMARK_DIR}/grover_n13_from_python/grover_n13_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",72646,72646,51343,72646,2.4739914
"circuit_path: ""${BENCHMARK_DIR}/grover_n15_from_python/grover_n15_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",180497,180497,148061,180497,2.5903597
"circuit_path: ""${BENCHMARK_DIR}/grover_n15_from_python/grover_n15_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",180497,180497,148061,180497,2.6434019
"circuit_path: ""${BENCHMARK_DIR}/grover_n15_from_python/grover_n15_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",180497,180497,134365,180497,2.674541
"circuit_path: ""${BENCHMARK_DIR}/grover_n15_from_python/grover_n15_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",180497,180497,134365,180497,2.6154819
"circuit_path: ""${BENCHMARK_DIR}/grover_n15_from_python/grover_n15_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",180497,180497,128228,180497,3.6850667
"circuit_path: ""${BENCHMARK_DIR}/grover_n15_from_python/grover_n15_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",180497,180497,128228,180497,3.7398794
"circuit_path: ""${BENCHMARK_DIR}/hhl_n7_from_python/hhl_n7_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",5319,5319,2422,5319,0.47154856
"circuit_path: ""${BENCHMARK_DIR}/hhl_n7_from_python/hhl_n7_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",5319,5319,2422,5319,0.43102932
"circuit_path: ""${BENCHMARK_DIR}/hhl_n7_from_python/hhl_n7_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",5319,5319,2394,5319,0.7075209
"circuit_path: ""${BENCHMARK_DIR}/hhl_n7_from_python/hhl_n7_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",5319,5319,2394,5319,0.7859066
"circuit_path: ""${BENCHMARK_DIR}/hhl_n7_from_python/hhl_n7_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",5319,5319,2383,5319,0.8930186
"circuit_path: ""${BENCHMARK_DIR}/hhl_n7_from_python/hhl_n7_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",5319,5319,2383,5319,0.90072817
"circuit_path: ""${BENCHMARK_DIR}/hhl_n9_from_python/hhl_n9_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",63392,63392,28082,63392,1.2174954
"circuit_path: ""${BENCHMARK_DIR}/hhl_n9_from_python/hhl_n9_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",63392,63392,28082,63392,1.2052828
"circuit_path: ""${BENCHMARK_DIR}/hhl_n9_from_python/hhl_n9_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",63392,63392,27755,63392,1.2102809
"circuit_path: ""${BENCHMARK_DIR}/hhl_n9_from_python/hhl_n9_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",63392,63392,27755,63392,1.1916177
"circuit_path: ""${BENCHMARK_DIR}/hhl_n9_from_python/hhl_n9_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",63392,63392,27670,63392,2.1915917
"circuit_path: ""${BENCHMARK_DIR}/hhl_n9_from_python/hhl_n9_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",63392,63392,27670,63392,1.9602771
"circuit_path: ""${BENCHMARK_DIR}/hhl_n11_from_python/hhl_n11_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",629247,629247,296434,629247,5.398426
"circuit_path: ""${BENCHMARK_DIR}/hhl_n11_from_python/hhl_n11_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",629247,629247,296434,629247,5.4616003
"circuit_path: ""${BENCHMARK_DIR}/hhl_n11_from_python/hhl_n11_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",629247,629247,292742,629247,4.220833
"circuit_path: ""${BENCHMARK_DIR}/hhl_n11_from_python/hhl_n11_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",629247,629247,292742,629247,4.1388984
"circuit_path: ""${BENCHMARK_DIR}/hhl_n11_from_python/hhl_n11_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",629247,629247,291957,629247,4.3278484
"circuit_path: ""${BENCHMARK_DIR}/hhl_n11_from_python/hhl_n11_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",629247,629247,291957,629247,4.252766
"circuit_path: ""${BENCHMARK_DIR}/hhl_n13_from_python/hhl_n13_from_python.qasm.preprocessed"", omega: 50, layout: Dense, ",5522186,5522186,2673331,5522186,34.015385
"circuit_path: ""${BENCHMARK_DIR}/hhl_n13_from_python/hhl_n13_from_python.qasm.preprocessed"", omega: 50, layout: One, ",5522186,5522186,2673331,5522186,33.57933
"circuit_path: ""${BENCHMARK_DIR}/hhl_n13_from_python/hhl_n13_from_python.qasm.preprocessed"", omega: 100, layout: Dense, ",5522186,5522186,2635872,5522186,22.817234
"circuit_path: ""${BENCHMARK_DIR}/hhl_n13_from_python/hhl_n13_from_python.qasm.preprocessed"", omega: 100, layout: One, ",5522186,5522186,2635872,5522186,23.172436
"circuit_path: ""${BENCHMARK_DIR}/hhl_n13_from_python/hhl_n13_from_python.qasm.preprocessed"", omega: 200, layout: Dense, ",5522186,5522186,2625752,5522186,19.706766
"circuit_path: ""${BENCHMARK_DIR}/hhl_n13_from_python/hhl_n13_from_python.qasm.preprocessed"", omega: 200, layout: One, ",5522186,5522186,2625752,5522186,19.749912
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n10_from_python/shor_7_mod_15_n10_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",8476,8476,7861,8476,0.34792706
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n10_from_python/shor_7_mod_15_n10_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",8476,8476,7861,8476,0.3248766
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n10_from_python/shor_7_mod_15_n10_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",8476,8476,7564,8476,0.41176644
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n10_from_python/shor_7_mod_15_n10_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",8476,8476,7564,8476,0.5948655
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n10_from_python/shor_7_mod_15_n10_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",8476,8476,7552,8476,0.82352793
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n10_from_python/shor_7_mod_15_n10_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",8476,8476,7552,8476,0.84551966
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n12_from_python/shor_7_mod_15_n12_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",34084,34084,31719,34084,0.50785464
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n12_from_python/shor_7_mod_15_n12_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",34084,34084,31719,34084,0.48414987
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n12_from_python/shor_7_mod_15_n12_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",34084,34084,30357,34084,0.5591852
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n12_from_python/shor_7_mod_15_n12_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",34084,34084,30357,34084,0.56402427
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n12_from_python/shor_7_mod_15_n12_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",34084,34084,30297,34084,1.0736285
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n12_from_python/shor_7_mod_15_n12_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",34084,34084,30297,34084,1.0059028
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n14_from_python/shor_7_mod_15_n14_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",136320,136320,127012,136320,1.1678802
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n14_from_python/shor_7_mod_15_n14_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",136320,136320,127012,136320,1.1960303
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n14_from_python/shor_7_mod_15_n14_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",136320,136320,121415,136320,1.2283912
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n14_from_python/shor_7_mod_15_n14_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",136320,136320,121415,136320,1.1875441
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n14_from_python/shor_7_mod_15_n14_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",136320,136320,121144,136320,1.4149888
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n14_from_python/shor_7_mod_15_n14_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",136320,136320,121144,136320,1.5077078
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n16_from_python/shor_7_mod_15_n16_from_python.qasm.preprocessed.new"", omega: 50, layout: Dense, ",545008,545008,508217,545008,3.6387367
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n16_from_python/shor_7_mod_15_n16_from_python.qasm.preprocessed.new"", omega: 50, layout: One, ",545008,545008,508217,545008,3.5295029
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n16_from_python/shor_7_mod_15_n16_from_python.qasm.preprocessed.new"", omega: 100, layout: Dense, ",545008,545008,485468,545008,3.187623
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n16_from_python/shor_7_mod_15_n16_from_python.qasm.preprocessed.new"", omega: 100, layout: One, ",545008,545008,485468,545008,3.2003355
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n16_from_python/shor_7_mod_15_n16_from_python.qasm.preprocessed.new"", omega: 200, layout: Dense, ",545008,545008,484376,545008,3.6829937
"circuit_path: ""${BENCHMARK_DIR}/shor_7_mod_15_n16_from_python/shor_7_mod_15_n16_from_python.qasm.preprocessed.new"", omega: 200, layout: One, ",545008,545008,484376,545008,3.793735
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n42/nwq_square_root_n42.qasm.preprocessed.new"", omega: 50, layout: Dense, ",79574,79574,65369,79574,1.2762642
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n42/nwq_square_root_n42.qasm.preprocessed.new"", omega: 50, layout: One, ",79574,79574,65369,79574,1.2045708
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n42/nwq_square_root_n42.qasm.preprocessed.new"", omega: 100, layout: Dense, ",79574,79574,58378,79574,1.9444572
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n42/nwq_square_root_n42.qasm.preprocessed.new"", omega: 100, layout: One, ",79574,79574,58378,79574,1.954581
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n42/nwq_square_root_n42.qasm.preprocessed.new"", omega: 200, layout: Dense, ",79574,79574,53520,79574,3.144118
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n42/nwq_square_root_n42.qasm.preprocessed.new"", omega: 200, layout: One, ",79574,79574,53520,79574,3.302147
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n48/nwq_square_root_n48.qasm.preprocessed.new"", omega: 50, layout: Dense, ",186101,186101,157714,186101,1.7344013
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n48/nwq_square_root_n48.qasm.preprocessed.new"", omega: 50, layout: One, ",186101,186101,157714,186101,1.6632631
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n48/nwq_square_root_n48.qasm.preprocessed.new"", omega: 100, layout: Dense, ",186101,186101,142097,186101,2.9993577
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n48/nwq_square_root_n48.qasm.preprocessed.new"", omega: 100, layout: One, ",186101,186101,142097,186101,2.9808483
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n48/nwq_square_root_n48.qasm.preprocessed.new"", omega: 200, layout: Dense, ",186101,186101,126285,186101,5.4652343
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n48/nwq_square_root_n48.qasm.preprocessed.new"", omega: 200, layout: One, ",186101,186101,126285,186101,5.6364756
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n54/nwq_square_root_n54.qasm.preprocessed.new"", omega: 50, layout: Dense, ",424994,424994,365501,424994,2.9176657
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n54/nwq_square_root_n54.qasm.preprocessed.new"", omega: 50, layout: One, ",424994,424994,365501,424994,2.823133
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n54/nwq_square_root_n54.qasm.preprocessed.new"", omega: 100, layout: Dense, ",424994,424994,335151,424994,4.8968515
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n54/nwq_square_root_n54.qasm.preprocessed.new"", omega: 100, layout: One, ",424994,424994,335151,424994,4.837621
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n54/nwq_square_root_n54.qasm.preprocessed.new"", omega: 200, layout: Dense, ",424994,424994,294369,424994,9.418147
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n54/nwq_square_root_n54.qasm.preprocessed.new"", omega: 200, layout: One, ",424994,424994,294369,424994,9.358402
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n60/nwq_square_root_n60.qasm.preprocessed.new"", omega: 50, layout: Dense, ",895253,895253,725323,895253,5.432258
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n60/nwq_square_root_n60.qasm.preprocessed.new"", omega: 50, layout: One, ",895253,895253,725323,895253,5.3675447
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n60/nwq_square_root_n60.qasm.preprocessed.new"", omega: 100, layout: Dense, ",895253,895253,672491,895253,8.1604395
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n60/nwq_square_root_n60.qasm.preprocessed.new"", omega: 100, layout: One, ",895253,895253,672491,895253,8.038247
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n60/nwq_square_root_n60.qasm.preprocessed.new"", omega: 200, layout: Dense, ",895253,895253,600949,895253,15.8448305
"circuit_path: ""${BENCHMARK_DIR}/nwq_square_root_n60/nwq_square_root_n60.qasm.preprocessed.new"", omega: 200, layout: One, ",895253,895253,600949,895253,15.238949
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 50, layout: Dense, ",31000,31000,6717,31000,0.96227866
"circuit_path: ""${BENCHMARK_DIR}/nwq_statevector_n5/nwq_statevector_n5.qasm.preprocessed.new"", omega: 50, layout: One, ",31000,31000,6717,31000,0.8998572
